ID,MIN_TEMPERATURE,MAX_TEMPERATURE,MEAN_TEMPERATURE,TOTAL_PRECIPITATION,SPEED_MAX_GUST
1012710.2024.9.25,11.6,18.6,15.1,14.2,42
1012710.2024.9.26,10.3,13.8,12,4.2,35
1012710.2024.9.27,10.6,17.1,13.9,0.2,33
1012710.2024.9.28,8.9,13.8,11.4,0,32
1012710.2024.9.29,10.4,15.1,12.7,0,46
1012710.2024.9.30,6.7,15.4,11,0,
1012710.2024.10.1,8,14.8,11.4,0,41
1012710.2024.10.2,9.9,15.5,12.7,0,40
1012710.2024.10.3,8.1,14.4,11.2,0,31
1012710.2024.10.4,10,14.7,12.3,13,44
1012710.2024.10.5,9.1,14.5,11.8,0,
1012710.2024.10.6,10.1,13.7,11.9,0,
1012710.2024.10.7,8,13.3,10.7,0,
1012710.2024.10.8,10.7,14.3,12.5,10.4,
1012710.2024.10.9,9.3,14.6,11.9,0.8,37
1012710.2024.10.10,6.7,14,10.3,0.2,
1012710.2024.10.11,7.5,14.2,10.9,0,
1012710.2024.10.12,8,15.4,11.7,0,
1012710.2024.10.13,8.5,16.2,12.4,0,
1012710.2024.10.14,10.1,17.3,13.7,0.6,34
1012710.2024.10.15,10.1,13.3,11.7,0.2,
1012710.2024.10.16,8.7,13.4,11.1,2.8,37
1012710.2024.10.17,7.5,11,9.3,0.6,
1012710.2024.10.18,6.8,10.9,8.8,26.4,
